qu;sacc;qsta;qend;leng;gapop;pid;nid;bitscore;score;taxid;species;genus;family;phylum;kingdom;superkingdom
OTU_152_Nem_0425_6CR_EukB_MV;DQ411861;1;299;299;0;96.66;289;497;269;375580;Enchelys polynucleata;Enchelys;Enchelyidae;undef;undef;Eukaryota
OTU_153_Nem_0425_6CR_EukB_MV;EF024386;1;329;329;0;99.70;328;603;326;404790;Phaseoleae environmental sample;undef;Fabaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_154_Nem_0425_6CR_EukB_MV;HQ007250;1;324;324;0;97.22;315;549;297;1032745;Trachydiscus minutus;Trachydiscus;undef;Eustigmatophyceae;undef;Eukaryota
OTU_155_Nem_0425_6CR_EukB_MV;GQ458037;1;327;327;0;96.64;316;544;294;4952;Yarrowia lipolytica;Yarrowia;Dipodascaceae;Ascomycota;Fungi;Eukaryota
OTU_156_Nem_0425_6CR_EukB_MV;HQ827181;1;332;332;0;97.59;324;569;308;1051798;Galerina sp. NLB00293;Galerina;Strophariaceae;Basidiomycota;Fungi;Eukaryota
OTU_157_Nem_0425_6CR_EukB_MV;FR865606;1;327;327;0;100.00;327;604;327;1034608;Chlamydomonas hydra;Chlamydomonas;Chlamydomonadaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_158_Nem_0425_6CR_EukB_MV;KF539978;1;338;340;3;95.59;325;542;293;1395795;Phalansterium sp. 1 JFP-2013;Phalansterium;undef;undef;undef;Eukaryota
OTU_159_Nem_0425_6CR_EukB_MV;AB764136;84;314;234;3;89.32;209;291;157;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_160_Nem_0425_6CR_EukB_MV;DQ244015;1;363;372;7;88.71;330;446;241;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_161_Nem_0425_6CR_EukB_MV;EF100363;1;324;324;0;91.05;295;438;237;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_162_Nem_0425_6CR_EukB_MV;AJ920367;1;328;328;0;94.82;311;512;277;321390;Crenosoma vulpis;Crenosoma;Crenosomatidae;Nematoda;Metazoa;Eukaryota
OTU_163_Nem_0425_6CR_EukB_MV;JN903998;1;326;326;0;100.00;326;603;326;1148068;Tetracystis vinatzeri;Tetracystis;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_164_Nem_0425_6CR_EukB_MV;GQ458037;1;327;328;2;95.73;314;527;285;4952;Yarrowia lipolytica;Yarrowia;Dipodascaceae;Ascomycota;Fungi;Eukaryota
OTU_165_Nem_0425_6CR_EukB_MV;EF024854;7;324;318;0;89.94;286;411;222;404735;uncultured Eimeriidae;undef;Eimeriidae;Apicomplexa;undef;Eukaryota
OTU_166_Nem_0425_6CR_EukB_MV;FJ464421;1;335;335;0;99.70;334;616;333;575971;Amblyomma pseudoparvum;Amblyomma;Ixodidae;Arthropoda;Metazoa;Eukaryota
OTU_167_Nem_0425_6CR_EukB_MV;AY336770;1;332;332;0;99.10;329;597;323;103861;Diplomitoporus crustulinus;Diplomitoporus;Coriolaceae;Basidiomycota;Fungi;Eukaryota
OTU_168_Nem_0425_6CR_EukB_MV;DQ832235;1;332;332;0;100.00;332;614;332;40563;Sporobolomyces roseus;Sporobolomyces;undef;Basidiomycota;Fungi;Eukaryota
OTU_169_Nem_0425_6CR_EukB_MV;FR874476;74;346;279;7;84.23;235;263;142;515363;uncultured marine picoeukaryote;undef;undef;undef;undef;Eukaryota
OTU_170_Nem_0425_6CR_EukB_MV;EF550371;1;330;330;0;98.48;325;582;315;54551;Issatchenkia terricola;Issatchenkia;Saccharomycetaceae;Ascomycota;Fungi;Eukaryota
OTU_171_Nem_0425_6CR_EukB_MV;X89434;1;325;325;2;98.46;320;571;309;29922;Mucor mucedo;Mucor;Mucoraceae;undef;Fungi;Eukaryota
OTU_172_Nem_0425_6CR_EukB_MV;U50971;193;428;240;7;83.75;201;220;119;46601;Polydora ciliata;Polydora;Spionidae;Annelida;Metazoa;Eukaryota
OTU_173_Nem_0425_6CR_EukB_MV;AY520210;1;332;332;0;100.00;332;614;332;271373;basidiomycete yeast sp. BG02-5-30-002A-7;undef;undef;Basidiomycota;Fungi;Eukaryota
OTU_174_Nem_0425_6CR_EukB_MV;KC674548;65;347;283;0;99.29;281;512;277;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_174_Nem_0425_6CR_EukB_MV;KC674548;1;64;64;0;98.44;63;113;61;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_175_Nem_0425_6CR_EukB_MV;EF024854;7;322;316;0;96.20;304;518;280;404735;uncultured Eimeriidae;undef;Eimeriidae;Apicomplexa;undef;Eukaryota
OTU_176_Nem_0425_6CR_EukB_MV;EF550389;1;330;330;0;100.00;330;610;330;53938;Pichia kluyveri;Pichia;Pichiaceae;Ascomycota;Fungi;Eukaryota
OTU_177_Nem_0425_6CR_EukB_MV;GQ922316;1;335;335;0;99.70;334;614;332;317506;uncultured bdelloid rotifer;undef;undef;Rotifera;Metazoa;Eukaryota
OTU_178_Nem_0425_6CR_EukB_MV;HM536148;1;333;333;0;99.70;332;610;330;1043720;Cercomonas sp. HFCC 903;Cercomonas;Cercomonadidae;undef;undef;Eukaryota
OTU_179_Nem_0425_6CR_EukB_MV;EF024168;1;332;332;0;99.70;331;608;329;404766;Paralamyctes environmental sample;Paralamyctes;Henicopidae;Arthropoda;Metazoa;Eukaryota
OTU_180_Nem_0425_6CR_EukB_MV;EF095248;1;348;348;0;99.14;345;627;339;428413;Mesocestoides sp. AW-2007;Mesocestoides;Mesocestoididae;Platyhelminthes;Metazoa;Eukaryota
OTU_181_Nem_0425_6CR_EukB_MV;AF060452;1;326;326;0;100.00;326;603;326;88570;Pseudoplatyophrya nana;Pseudoplatyophrya;Grossglockneriidae;undef;undef;Eukaryota
OTU_182_Nem_0425_6CR_EukB_MV;JN256123;1;336;336;1;96.43;324;553;299;94644;Sarcocystis miescheriana;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_183_Nem_0425_6CR_EukB_MV;EF023425;1;327;327;0;100.00;327;604;327;404427;Ochromonadaceae environmental sample;undef;Ochromonadaceae;undef;undef;Eukaryota
OTU_184_Nem_0425_6CR_EukB_MV;GU592792;1;327;328;1;94.51;310;505;273;202684;Catena viridis;Catena;Chlorellaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_185_Nem_0425_6CR_EukB_MV;DQ411861;1;300;301;3;96.68;291;497;269;375580;Enchelys polynucleata;Enchelys;Enchelyidae;undef;undef;Eukaryota
OTU_186_Nem_0425_6CR_EukB_MV;FJ687268;1;330;330;0;99.39;328;599;324;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_187_Nem_0425_6CR_EukB_MV;EF023232;1;328;333;6;94.59;315;510;276;404790;Phaseoleae environmental sample;undef;Fabaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_188_Nem_0425_6CR_EukB_MV;AY803753;1;332;332;0;99.10;329;597;323;283658;Trechispora sp. PBM418;Trechispora;'Trechisporaceae';Basidiomycota;Fungi;Eukaryota
OTU_189_Nem_0425_6CR_EukB_MV;FJ946883;1;328;328;0;92.38;303;468;253;656207;Chlorella sp. VI2;Chlorella;Chlorellaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_190_Nem_0425_6CR_EukB_MV;HQ317310;1;329;329;0;99.09;326;592;320;1085968;Hemichloris antarctica;Hemichloris;Oocystaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_191_Nem_0425_6CR_EukB_MV;JN903990;1;326;326;0;99.69;325;597;323;44654;Tetracystis aeria;Tetracystis;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_192_Nem_0425_6CR_EukB_MV;AF411275;1;332;335;10;87.16;292;370;200;149084;Proleptomonas faecicola;Proleptomonas;undef;undef;undef;Eukaryota
OTU_193_Nem_0425_6CR_EukB_MV;KC209739;1;328;341;7;94.13;321;501;271;5817;Sarcocystis cruzi;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_194_Nem_0425_6CR_EukB_MV;AY142075;1;316;317;2;95.90;304;512;277;209644;Colpodella sp. ATCC50594;Colpodella;Colpodellidae;undef;undef;Eukaryota
OTU_195_Nem_0425_6CR_EukB_MV;AJ130869;1;194;195;1;95.38;186;309;167;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_196_Nem_0425_6CR_EukB_MV;EF024854;7;324;318;0;96.23;306;521;282;404735;uncultured Eimeriidae;undef;Eimeriidae;Apicomplexa;undef;Eukaryota
OTU_197_Nem_0425_6CR_EukB_MV;JN090874;1;332;341;14;82.99;283;292;158;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_198_Nem_0425_6CR_EukB_MV;JX242607;1;331;331;0;100.00;331;612;331;423455;Basidiobolus heterosporus;Basidiobolus;Basidiobolaceae;Entomophthoromycota;Fungi;Eukaryota
OTU_199_Nem_0425_6CR_EukB_MV;EF023835;1;324;331;2;96.07;318;532;288;404700;Cercomonadida environmental sample;undef;undef;undef;undef;Eukaryota
OTU_200_Nem_0425_6CR_EukB_MV;EF100235;1;318;321;7;89.72;288;403;218;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_201_Nem_0425_6CR_EukB_MV;EF043285;1;327;327;0;100.00;327;604;327;1117030;Pedospumella encystans;Pedospumella;Chromulinaceae;undef;undef;Eukaryota
OTU_202_Nem_0425_6CR_EukB_MV;AY179988;1;322;323;2;90.09;291;418;226;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_203_Nem_0425_6CR_EukB_MV;EF024854;7;324;318;0;96.54;307;527;285;404735;uncultured Eimeriidae;undef;Eimeriidae;Apicomplexa;undef;Eukaryota
OTU_204_Nem_0425_6CR_EukB_MV;EU199111;1;333;333;1;96.70;322;553;299;244122;Phytophthora inundata;Phytophthora;undef;undef;undef;Eukaryota
OTU_205_Nem_0425_6CR_EukB_MV;AY524843;1;331;331;0;98.79;327;590;319;271844;Neocudoniella radicella;Neocudoniella;Helotiaceae;Ascomycota;Fungi;Eukaryota
OTU_206_Nem_0425_6CR_EukB_MV;EF023130;1;322;322;0;99.07;319;579;313;404735;uncultured Eimeriidae;undef;Eimeriidae;Apicomplexa;undef;Eukaryota
OTU_207_Nem_0425_6CR_EukB_MV;JF834168;1;327;327;0;100.00;327;604;327;1041934;Chlorophyceae sp. DC-10;undef;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_208_Nem_0425_6CR_EukB_MV;EF024854;1;324;324;0;92.28;299;460;249;404735;uncultured Eimeriidae;undef;Eimeriidae;Apicomplexa;undef;Eukaryota
OTU_209_Nem_0425_6CR_EukB_MV;D31656;1;332;332;3;97.29;323;560;303;5421;Xanthophyllomyces dendrorhous;Xanthophyllomyces;Cystofilobasidiaceae;Basidiomycota;Fungi;Eukaryota
OTU_210_Nem_0425_6CR_EukB_MV;AB030322;1;332;332;0;97.89;325;575;311;100913;Sporobolomyces vermiculatus;Sporobolomyces;undef;Basidiomycota;Fungi;Eukaryota
OTU_211_Nem_0425_6CR_EukB_MV;EF024723;92;319;236;7;81.36;192;183;99;404732;Heterocapsaceae environmental sample;undef;Heterocapsaceae;undef;undef;Eukaryota
OTU_212_Nem_0425_6CR_EukB_MV;HQ585899;1;330;330;0;99.70;329;604;327;935217;Piromyces sp. PGL01;Piromyces;Neocallimastigaceae;Neocallimastigomycota;Fungi;Eukaryota
OTU_213_Nem_0425_6CR_EukB_MV;HM623321;1;334;334;1;98.50;329;588;318;877343;Backusella variabilis;Backusella;Backusellaceae;undef;Fungi;Eukaryota
OTU_214_Nem_0425_6CR_EukB_MV;AB695472;1;328;328;0;95.73;314;529;286;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_215_Nem_0425_6CR_EukB_MV;HE586518;1;329;329;0;100.00;329;608;329;1082356;Choricystis sp. GSE4G;Choricystis;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_216_Nem_0425_6CR_EukB_MV;EF025015;1;331;331;0;97.28;322;562;304;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_217_Nem_0425_6CR_EukB_MV;AJ920367;1;204;204;0;100.00;204;377;204;321390;Crenosoma vulpis;Crenosoma;Crenosomatidae;Nematoda;Metazoa;Eukaryota
OTU_218_Nem_0425_6CR_EukB_MV;FN298930;1;329;329;0;100.00;329;608;329;41300;Choricystis parasitica;Choricystis;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_219_Nem_0425_6CR_EukB_MV;GU290114;1;334;334;0;97.01;324;562;304;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_220_Nem_0425_6CR_EukB_MV;EF100235;1;317;317;1;93.38;296;468;253;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_221_Nem_0425_6CR_EukB_MV;EF024854;1;324;324;0;95.06;308;510;276;404735;uncultured Eimeriidae;undef;Eimeriidae;Apicomplexa;undef;Eukaryota
OTU_222_Nem_0425_6CR_EukB_MV;AY665060;1;329;334;6;88.92;297;405;219;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_223_Nem_0425_6CR_EukB_MV;EF024723;1;332;334;4;91.62;306;459;248;404732;Heterocapsaceae environmental sample;undef;Heterocapsaceae;undef;undef;Eukaryota
OTU_224_Nem_0425_6CR_EukB_MV;KC671706;1;326;326;2;99.08;323;584;316;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_225_Nem_0425_6CR_EukB_MV;AB070855;1;328;328;0;100.00;328;606;328;5493;170513;;;;;;
OTU_226_Nem_0425_6CR_EukB_MV;HM140394;1;326;327;1;97.25;318;553;299;459237;Bresslauides discoideus;Bresslauides;Hausmanniellidae;undef;undef;Eukaryota
OTU_227_Nem_0425_6CR_EukB_MV;JX679470;1;328;333;4;93.39;311;486;263;61650;Sarcocystis hominis;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_228_Nem_0425_6CR_EukB_MV;KC209739;1;325;325;0;98.15;319;568;307;5817;Sarcocystis cruzi;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_229_Nem_0425_6CR_EukB_MV;AF330214;1;320;320;1;97.81;313;551;298;294749;Colpodella tetrahymenae;Colpodella;Colpodellidae;undef;undef;Eukaryota
OTU_230_Nem_0425_6CR_EukB_MV;AF159295;54;300;251;3;92.03;231;348;188;9606;Homo sapiens;Homo;Hominidae;Chordata;Metazoa;Eukaryota
OTU_231_Nem_0425_6CR_EukB_MV;EF024769;1;324;324;0;94.75;307;505;273;404728;Cryptosporidiidae environmental sample;undef;Cryptosporidiidae;Apicomplexa;undef;Eukaryota
OTU_232_Nem_0425_6CR_EukB_MV;AB126046;1;332;332;0;98.49;327;586;317;251415;Sporobolomyces lophatheri;Sporobolomyces;undef;Basidiomycota;Fungi;Eukaryota
OTU_233_Nem_0425_6CR_EukB_MV;DQ520950;1;231;231;0;97.84;226;399;216;390274;Cryptosporidium sp. azami;Cryptosporidium;Cryptosporidiidae;Apicomplexa;undef;Eukaryota
OTU_234_Nem_0425_6CR_EukB_MV;AY123308;1;332;332;0;97.29;323;564;305;45216;Gymnoconia nitens;Gymnoconia;Phragmidiaceae;Basidiomycota;Fungi;Eukaryota
OTU_235_Nem_0425_6CR_EukB_MV;KF539978;1;338;341;5;92.38;315;481;260;1395795;Phalansterium sp. 1 JFP-2013;Phalansterium;undef;undef;undef;Eukaryota
OTU_236_Nem_0425_6CR_EukB_MV;AY012355;1;333;335;9;81.79;274;272;147;145675;Borassus flabellifer;Borassus;Arecaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_237_Nem_0425_6CR_EukB_MV;AF330214;1;324;324;3;94.14;305;488;264;294749;Colpodella tetrahymenae;Colpodella;Colpodellidae;undef;undef;Eukaryota
OTU_238_Nem_0425_6CR_EukB_MV;DQ116748;1;328;328;0;98.17;322;573;310;334426;Angiostrongylus costaricensis;Angiostrongylus;Angiostrongylidae;Nematoda;Metazoa;Eukaryota
OTU_239_Nem_0425_6CR_EukB_MV;AY313033;1;332;334;4;94.01;314;503;272;235946;Bullera sp. TY-254;Bullera;undef;Basidiomycota;Fungi;Eukaryota
OTU_240_Nem_0425_6CR_EukB_MV;DQ898290;1;332;332;0;98.19;326;580;314;210428;Herpotrichia parasitica;Herpotrichia;Melanommataceae;Ascomycota;Fungi;Eukaryota
OTU_241_Nem_0425_6CR_EukB_MV;DQ176427;1;323;323;0;93.19;301;475;257;348448;Syncystis mirabilis;Syncystis;Syncystidae;Apicomplexa;undef;Eukaryota
OTU_242_Nem_0425_6CR_EukB_MV;JQ283932;1;334;334;0;96.41;322;551;298;1133554;Eriospermum cervicorne;Eriospermum;Asparagaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_243_Nem_0425_6CR_EukB_MV;EU282016;1;327;330;2;94.85;313;512;277;501325;Sarcocystis sp. SspDAa1N;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_244_Nem_0425_6CR_EukB_MV;KC672643;1;322;322;1;96.27;310;527;285;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_245_Nem_0425_6CR_EukB_MV;AF330214;1;319;321;4;92.83;298;462;250;294749;Colpodella tetrahymenae;Colpodella;Colpodellidae;undef;undef;Eukaryota
OTU_246_Nem_0425_6CR_EukB_MV;AJ250109;1;345;345;12;83.48;288;309;167;41882;Mesostigma viride;Mesostigma;Mesostigmataceae;Streptophyta;Viridiplantae;Eukaryota
OTU_247_Nem_0425_6CR_EukB_MV;EF100235;1;318;320;5;90.62;290;420;227;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_248_Nem_0425_6CR_EukB_MV;AB058350;1;327;327;0;96.94;317;549;297;156103;Chlamydomonas sp. MBIC10471;Chlamydomonas;Chlamydomonadaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_249_Nem_0425_6CR_EukB_MV;JX975645;1;322;334;4;95.81;320;529;286;228395;Lycoris radiata;Lycoris;Amaryllidaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_250_Nem_0425_6CR_EukB_MV;AB007684;1;330;330;0;98.79;326;588;318;67635;Graphium eumorphum;Graphium;Microascaceae;Ascomycota;Fungi;Eukaryota
OTU_251_Nem_0425_6CR_EukB_MV;KC177311;1;332;332;0;99.70;331;608;329;30064;Delia radicum;Delia;Anthomyiidae;Arthropoda;Metazoa;Eukaryota
OTU_252_Nem_0425_6CR_EukB_MV;X80982;1;334;334;0;100.00;334;617;334;41836;Polytrichum formosum;Polytrichum;Polytrichaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_253_Nem_0425_6CR_EukB_MV;JX679470;1;336;337;8;90.50;305;438;237;61650;Sarcocystis hominis;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_254_Nem_0425_6CR_EukB_MV;FR720082;1;325;333;11;88.59;295;394;213;926437;Gymnodiniaceae sp. Shiwha Bay/2009;undef;Gymnodiniaceae;undef;undef;Eukaryota
OTU_255_Nem_0425_6CR_EukB_MV;JX975645;1;325;332;3;90.06;299;424;229;228395;Lycoris radiata;Lycoris;Amaryllidaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_256_Nem_0425_6CR_EukB_MV;HM623325;1;332;332;0;99.70;331;608;329;877345;Paraconiothyrium sp. WA0000017577;Paraconiothyrium;Montagnulaceae;Ascomycota;Fungi;Eukaryota
OTU_257_Nem_0425_6CR_EukB_MV;JQ315556;1;327;327;0;100.00;327;604;327;55410;Pseudopediastrum boryanum;Pseudopediastrum;Hydrodictyaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_258_Nem_0425_6CR_EukB_MV;AY598717;1;332;332;0;100.00;332;614;332;82952;Pythium violae;Pythium;Pythiaceae;undef;undef;Eukaryota
OTU_259_Nem_0425_6CR_EukB_MV;AM114807;1;338;338;0;100.00;338;625;338;175275;uncultured cercozoan;undef;undef;undef;undef;Eukaryota
OTU_260_Nem_0425_6CR_EukB_MV;AY445118;1;330;335;7;94.93;318;518;280;71871;Campanella subdendrophora;Campanella;Marasmiaceae;Basidiomycota;Fungi;Eukaryota
OTU_261_Nem_0425_6CR_EukB_MV;FJ544418;1;340;340;2;93.82;319;510;276;661160;Schizoplasmodium cavostelioides;Schizoplasmodium;Protosteliaceae;undef;undef;Eukaryota
OTU_262_Nem_0425_6CR_EukB_MV;EF456752;1;332;332;1;99.40;330;601;325;432298;Trinema lineare;Trinema;Trinematidae;undef;undef;Eukaryota
OTU_263_Nem_0425_6CR_EukB_MV;DQ244031;1;325;328;6;88.41;290;390;211;175274;uncultured alveolate;undef;undef;undef;undef;Eukaryota
OTU_264_Nem_0425_6CR_EukB_MV;HM161751;1;337;340;7;90.59;308;440;238;858608;Umbelopsis sp. Y14 EG-2010;Umbelopsis;Umbelopsidaceae;undef;Fungi;Eukaryota
OTU_265_Nem_0425_6CR_EukB_MV;AY293126;1;332;332;0;100.00;332;614;332;179855;Crepidotus variabilis;Crepidotus;Crepidotaceae;Basidiomycota;Fungi;Eukaryota
OTU_266_Nem_0425_6CR_EukB_MV;AJ496257;1;331;331;0;99.70;330;606;328;105769;Rhodotorula bacarum;Rhodotorula;undef;Basidiomycota;Fungi;Eukaryota
OTU_267_Nem_0425_6CR_EukB_MV;AB021673;1;331;331;0;97.89;324;573;310;5438;Sporobolomyces inositophilus;Sporobolomyces;undef;Basidiomycota;Fungi;Eukaryota
OTU_268_Nem_0425_6CR_EukB_MV;JX679468;1;334;335;1;93.73;314;501;271;5817;Sarcocystis cruzi;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_269_Nem_0425_6CR_EukB_MV;AY242851;1;217;217;0;99.54;216;396;214;202253;Bolbophorus confusus;Bolbophorus;Bolbophoridae;Platyhelminthes;Metazoa;Eukaryota
OTU_270_Nem_0425_6CR_EukB_MV;AF300287;1;322;322;0;98.14;316;562;304;164621;Sorogena stoianovitchae;Sorogena;Sorogenidae;undef;undef;Eukaryota
OTU_271_Nem_0425_6CR_EukB_MV;AY342009;1;332;332;0;96.69;321;553;299;243519;Sphaerographium tenuirostrum;Sphaerographium;undef;Ascomycota;Fungi;Eukaryota
OTU_272_Nem_0425_6CR_EukB_MV;AF330214;1;321;321;2;95.02;305;503;272;294749;Colpodella tetrahymenae;Colpodella;Colpodellidae;undef;undef;Eukaryota
OTU_273_Nem_0425_6CR_EukB_MV;EF024728;1;327;327;0;100.00;327;604;327;373119;uncultured Dunaliellaceae;undef;Dunaliellaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_274_Nem_0425_6CR_EukB_MV;FJ971856;1;325;327;3;91.13;298;438;237;715245;Bicosoecida gen. 1 sp. EK-2010a;undef;undef;undef;undef;Eukaryota
OTU_275_Nem_0425_6CR_EukB_MV;AF184753;1;332;332;0;100.00;332;614;332;111670;Cladonia rangiferina;Cladonia;Cladoniaceae;Ascomycota;Fungi;Eukaryota
OTU_276_Nem_0425_6CR_EukB_MV;KF539978;1;337;341;6;94.72;323;525;284;1395795;Phalansterium sp. 1 JFP-2013;Phalansterium;undef;undef;undef;Eukaryota
OTU_277_Nem_0425_6CR_EukB_MV;KC209737;1;336;336;1;95.24;320;531;287;5818;Sarcocystis tenella;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_278_Nem_0425_6CR_EukB_MV;JQ315505;1;327;327;1;93.58;306;486;263;1244599;Chlamydomonas angulosa;Chlamydomonas;Chlamydomonadaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_279_Nem_0425_6CR_EukB_MV;FM958480;1;330;330;0;97.58;322;566;306;191674;Watanabea reniformis;Watanabea;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_280_Nem_0425_6CR_EukB_MV;NG_017176;1;337;337;4;92.88;313;484;262;70189;Olpidium brassicae;Olpidium;Olpidiaceae;undef;Fungi;Eukaryota
OTU_281_Nem_0425_6CR_EukB_MV;AB000948;1;332;332;0;100.00;332;614;332;71558;Taphrina carnea;Taphrina;Taphrinaceae;Ascomycota;Fungi;Eukaryota
OTU_282_Nem_0425_6CR_EukB_MV;AF457127;1;316;316;0;93.35;295;468;253;110316;Monocystis agilis;Monocystis;Monocystidae;Apicomplexa;undef;Eukaryota
OTU_283_Nem_0425_6CR_EukB_MV;AF164247;1;333;333;1;96.40;321;547;296;109897;Gaertneriomyces semiglobifer;Gaertneriomyces;Spizellomycetaceae;Chytridiomycota;Fungi;Eukaryota
OTU_284_Nem_0425_6CR_EukB_MV;EF180059;1;334;334;0;95.81;320;540;292;6266;Toxocara cati;Toxocara;Toxocaridae;Nematoda;Metazoa;Eukaryota
OTU_285_Nem_0425_6CR_EukB_MV;HM536166;1;334;338;8;92.90;314;484;262;1044905;Nucleocercomonas sp. HFCC 921;Nucleocercomonas;undef;undef;undef;Eukaryota
OTU_286_Nem_0425_6CR_EukB_MV;U77061;1;331;332;3;96.39;320;544;294;54206;Nyssopsora echinata;Nyssopsora;Sphaerophragmiaceae;Basidiomycota;Fungi;Eukaryota
OTU_287_Nem_0425_6CR_EukB_MV;JQ315792;1;330;330;2;90.61;299;435;235;1244704;Scenedesmus sp. KMMCC 1047;Scenedesmus;Scenedesmaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_1_proti1580_wang1624CR6L;AF159295;1;467;467;0;100.00;467;863;467;9606;Homo sapiens;Homo;Hominidae;Chordata;Metazoa;Eukaryota
OTU_2_proti1580_wang1624CR6L;KC209737;1;471;471;0;100.00;471;870;471;5818;Sarcocystis tenella;Sarcocystis;Sarcocystidae;Apicomplexa;undef;Eukaryota
OTU_3_proti1580_wang1624CR6L;JQ283922;1;464;464;0;100.00;464;857;464;1133556;Polianthes sp. Pires 2011-05;Polianthes;Asparagaceae;Streptophyta;Viridiplantae;Eukaryota
OTU_4_proti1580_wang1624CR6L;JN256975;1;458;458;0;99.56;456;835;452;6266;Toxocara cati;Toxocara;Toxocaridae;Nematoda;Metazoa;Eukaryota
OTU_5_proti1580_wang1624CR6L;KC674606;1;461;461;0;100.00;461;852;461;175245;uncultured fungus;undef;undef;undef;Fungi;Eukaryota
OTU_6_proti1580_wang1624CR6L;FM946013;1;462;462;0;100.00;462;854;462;63676;Chloroidium ellipsoideum;Chloroidium;Chlorellaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_7_proti1580_wang1624CR6L;JX169832;1;460;461;2;98.05;452;800;433;1301230;Coccomyxa sp. enrichment culture clone GOGrp_K07;undef;Coccomyxaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_8_proti1580_wang1624CR6L;JX169836;1;460;460;0;100.00;460;850;460;1301235;Radiococcaceae sp. enrichment culture clone GOGrpn_K43;undef;undef;Chlorophyta;Viridiplantae;Eukaryota
OTU_9_proti1580_wang1624CR6L;JX169825;1;459;459;0;100.00;459;848;459;904363;Apatococcus lobatus;Apatococcus;Chlorellaceae;Chlorophyta;Viridiplantae;Eukaryota
OTU_10_proti1580_wang1624CR6L;JQ689428;1;461;461;0;100.00;461;852;461;175243;uncultured Ascomycota;undef;undef;Ascomycota;Fungi;Eukaryota
OTU_11_proti1580_wang1624CR6L;EF100235;1;458;458;0;98.91;453;819;443;100272;uncultured eukaryote;undef;undef;undef;undef;Eukaryota
OTU_12_proti1580_wang1624CR6L;EF058253;1;464;464;0;100.00;464;857;464;425813;Woloszynskia pascheri;Woloszynskia;Lophodiniaceae;undef;undef;Eukaryota
OTU_13_proti1580_wang1624CR6L;KF152942;1;460;460;0;100.00;460;850;460;69781;Penicillium oxalicum;Penicillium;Aspergillaceae;Ascomycota;Fungi;Eukaryota
